schema_version,l4_id,l1,l2,l3,l4,canonical_topic,sample_id,parent_l4_id,market,ticker,kind,name,status,wiki_path,wiki_sync_status,wiki_skip_reason,score,action,has_industry_logic,has_valuation_funds,has_technical_structure,has_score_reason,has_evidence_source,has_history,has_next_trigger,pending_reason,sample_reason,evidence_path,sample_confidence,confidence_reason,is_a_qualified,a_gap_reason,has_global_anchor,has_ashare_anchor,has_elasticity_or_counterexample,parent_topic,sample_role,blocker_type,has_davis_path,technical_source,technical_tool,technical_arguments,technical_structured_ready,technical_actual_source,technical_fallback_used,technical_confidence,technical_warnings,technical_cross_source_validated,technical_cross_source_ok
1,AI-L4-0011,上游底层算力与芯片层,芯片设计与基础能力,芯片架构,AI产业链 - 芯片架构,AI产业链 - 芯片架构,,,,,topic,AI产业链 - 芯片架构,已评分,topics/AI产业链 - 芯片架构.md,无需同步,AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面,57,持有,是,是,是,是,是,是,是,本轮行情跨源可比较源不足，仅作为阶段技术与资金代理。,全球锚=ARM；A股承接锚=芯原股份；弹性/反证样本=RISC-V International。,03_结果层/01_总表整合与AI映射/90_执行留痕/AI产业链周评分/2026-07-13/AI产业链证据增量_2026-07-13.md,B,升级总表：产业逻辑=旁证/代理为主；估值资金=已拆戴维斯路径；技术=项目代理技术。,否,一级来源/连续变量缺口；技术直连未复核；升级动作：补公司公告、财报、交易所文件或官方IR，把关键变量从旁证提升到一级来源。；用 Luna Stock MCP 或项目技术数据源补月线、周线、乖离率与执行位。,否,否,否,AI产业链 - 芯片架构,细分评分主体,一级来源/连续变量缺口；技术直连未复核,是,项目代理技术,项目代理技术,项目卡片现有技术段落,否,项目代理技术,否,low,技术直连未复核,否,否
1,AI-L4-0012,上游底层算力与芯片层,芯片设计与基础能力,IP 授权,AI产业链 - IP 授权,AI产业链 - IP 授权,,,,,topic,AI产业链 - IP 授权,已评分,topics/AI产业链 - IP 授权.md,无需同步,AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面,57,持有,是,是,是,是,是,是,是,本轮行情跨源可比较源不足，仅作为阶段技术与资金代理。,全球锚=ARM；A股承接锚=芯原股份；弹性/反证样本=RISC-V International。,03_结果层/01_总表整合与AI映射/90_执行留痕/AI产业链周评分/2026-07-13/AI产业链证据增量_2026-07-13.md,B,升级总表：产业逻辑=旁证/代理为主；估值资金=已拆戴维斯路径；技术=项目代理技术。,否,一级来源/连续变量缺口；技术直连未复核；升级动作：补公司公告、财报、交易所文件或官方IR，把关键变量从旁证提升到一级来源。；用 Luna Stock MCP 或项目技术数据源补月线、周线、乖离率与执行位。,否,否,否,AI产业链 - IP 授权,细分评分主体,一级来源/连续变量缺口；技术直连未复核,是,项目代理技术,项目代理技术,项目卡片现有技术段落,否,项目代理技术,否,low,技术直连未复核,否,否
1,AI-L4-0013,上游底层算力与芯片层,芯片设计与基础能力,EDA 工具,AI产业链 - EDA 工具,AI产业链 - EDA 工具,,,,,topic,AI产业链 - EDA 工具,已评分,topics/AI产业链 - EDA 工具.md,无需同步,AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面,57,持有,是,是,是,是,是,是,是,本轮行情跨源可比较源不足，仅作为阶段技术与资金代理。,全球锚=ARM；A股承接锚=芯原股份；弹性/反证样本=RISC-V International。,03_结果层/01_总表整合与AI映射/90_执行留痕/AI产业链周评分/2026-07-13/AI产业链证据增量_2026-07-13.md,B,升级总表：产业逻辑=旁证/代理为主；估值资金=已拆戴维斯路径；技术=项目代理技术。,否,一级来源/连续变量缺口；技术直连未复核；升级动作：补公司公告、财报、交易所文件或官方IR，把关键变量从旁证提升到一级来源。；用 Luna Stock MCP 或项目技术数据源补月线、周线、乖离率与执行位。,否,否,否,AI产业链 - EDA 工具,细分评分主体,一级来源/连续变量缺口；技术直连未复核,是,项目代理技术,项目代理技术,项目卡片现有技术段落,否,项目代理技术,否,low,技术直连未复核,否,否
1,AI-L4-0014,上游底层算力与芯片层,芯片设计与基础能力,芯片设计服务,AI产业链 - 芯片设计服务,AI产业链 - 芯片设计服务,,,,,topic,AI产业链 - 芯片设计服务,已评分,topics/AI产业链 - 芯片设计服务.md,无需同步,AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面,57,持有,是,是,是,是,是,是,是,本轮行情跨源可比较源不足，仅作为阶段技术与资金代理。,全球锚=ARM；A股承接锚=芯原股份；弹性/反证样本=RISC-V International。,03_结果层/01_总表整合与AI映射/90_执行留痕/AI产业链周评分/2026-07-13/AI产业链证据增量_2026-07-13.md,B,升级总表：产业逻辑=旁证/代理为主；估值资金=已拆戴维斯路径；技术=项目代理技术。,否,一级来源/连续变量缺口；技术直连未复核；升级动作：补公司公告、财报、交易所文件或官方IR，把关键变量从旁证提升到一级来源。；用 Luna Stock MCP 或项目技术数据源补月线、周线、乖离率与执行位。,否,否,否,AI产业链 - 芯片设计服务,细分评分主体,一级来源/连续变量缺口；技术直连未复核,是,项目代理技术,项目代理技术,项目卡片现有技术段落,否,项目代理技术,否,low,技术直连未复核,否,否
1,AI-L4-0015,上游底层算力与芯片层,芯片设计与基础能力,验证服务,AI产业链 - 验证服务,AI产业链 - 验证服务,,,,,topic,AI产业链 - 验证服务,已评分,topics/AI产业链 - 验证服务.md,无需同步,AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面,57,持有,是,是,是,是,是,是,是,本轮行情跨源可比较源不足，仅作为阶段技术与资金代理。,全球锚=ARM；A股承接锚=芯原股份；弹性/反证样本=RISC-V International。,03_结果层/01_总表整合与AI映射/90_执行留痕/AI产业链周评分/2026-07-13/AI产业链证据增量_2026-07-13.md,B,升级总表：产业逻辑=旁证/代理为主；估值资金=已拆戴维斯路径；技术=项目代理技术。,否,一级来源/连续变量缺口；技术直连未复核；升级动作：补公司公告、财报、交易所文件或官方IR，把关键变量从旁证提升到一级来源。；用 Luna Stock MCP 或项目技术数据源补月线、周线、乖离率与执行位。,否,否,否,AI产业链 - 验证服务,细分评分主体,一级来源/连续变量缺口；技术直连未复核,是,项目代理技术,项目代理技术,项目卡片现有技术段落,否,项目代理技术,否,low,技术直连未复核,否,否
1,AI-L4-0016,上游底层算力与芯片层,芯片设计与基础能力,掩膜版,AI产业链 - 掩膜版,AI产业链 - 掩膜版,,,,,topic,AI产业链 - 掩膜版,已评分,topics/AI产业链 - 掩膜版.md,无需同步,AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面,57,持有,是,是,是,是,是,是,是,本轮行情跨源可比较源不足，仅作为阶段技术与资金代理。,全球锚=ARM；A股承接锚=芯原股份；弹性/反证样本=RISC-V International。,03_结果层/01_总表整合与AI映射/90_执行留痕/AI产业链周评分/2026-07-13/AI产业链证据增量_2026-07-13.md,B,升级总表：产业逻辑=旁证/代理为主；估值资金=已拆戴维斯路径；技术=项目代理技术。,否,一级来源/连续变量缺口；技术直连未复核；升级动作：补公司公告、财报、交易所文件或官方IR，把关键变量从旁证提升到一级来源。；用 Luna Stock MCP 或项目技术数据源补月线、周线、乖离率与执行位。,否,否,否,AI产业链 - 掩膜版,细分评分主体,一级来源/连续变量缺口；技术直连未复核,是,项目代理技术,项目代理技术,项目卡片现有技术段落,否,项目代理技术,否,low,技术直连未复核,否,否
1,AI-L4-0017,上游底层算力与芯片层,晶圆制造与工艺,先进制程代工,AI产业链 - 先进制程代工,AI产业链 - 先进制程代工,,,,,topic,AI产业链 - 先进制程代工,已评分,topics/AI产业链 - 先进制程代工.md,无需同步,AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面,60,持有,是,是,是,是,是,是,是,本轮行情跨源可比较源不足，仅作为阶段技术与资金代理。,全球锚=TSMC；A股承接锚=中芯国际；弹性/反证样本=Samsung Foundry。,03_结果层/01_总表整合与AI映射/90_执行留痕/AI产业链周评分/2026-07-13/AI产业链证据增量_2026-07-13.md,A,升级总表：产业逻辑=一级来源已回源；估值资金=已拆戴维斯路径；技术=Luna结构化复核 + 项目双源人工复核。,是,已通过当前升级总表正式 A 门槛。,否,否,否,AI产业链 - 先进制程代工,细分评分主体,无,是,项目代理技术,项目代理技术,项目卡片现有技术段落,否,项目代理技术,否,low,技术直连未复核,否,否
1,AI-L4-0018,上游底层算力与芯片层,晶圆制造与工艺,成熟制程代工,AI产业链 - 成熟制程代工,AI产业链 - 成熟制程代工,,,,,topic,AI产业链 - 成熟制程代工,已评分,topics/AI产业链 - 成熟制程代工.md,无需同步,AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面,55,持有,是,是,是,是,是,是,是,本轮行情跨源可比较源不足，仅作为阶段技术与资金代理。,全球锚=TSMC；A股承接锚=安集科技；弹性/反证样本=Samsung Foundry。,03_结果层/01_总表整合与AI映射/90_执行留痕/AI产业链周评分/2026-07-13/AI产业链证据增量_2026-07-13.md,B,升级总表：产业逻辑=旁证/代理为主；估值资金=已拆戴维斯路径；技术=项目代理技术。,否,一级来源/连续变量缺口；技术直连未复核；升级动作：补公司公告、财报、交易所文件或官方IR，把关键变量从旁证提升到一级来源。；用 Luna Stock MCP 或项目技术数据源补月线、周线、乖离率与执行位。,否,否,否,AI产业链 - 成熟制程代工,细分评分主体,一级来源/连续变量缺口；技术直连未复核,是,项目代理技术,项目代理技术,项目卡片现有技术段落,否,项目代理技术,否,low,技术直连未复核,否,否
1,AI-L4-0019,上游底层算力与芯片层,晶圆制造与工艺,晶圆制造设备,AI产业链 - 晶圆制造设备,AI产业链 - 晶圆制造设备,,,,,topic,AI产业链 - 晶圆制造设备,已评分,topics/AI产业链 - 晶圆制造设备.md,无需同步,AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面,64,持有,是,是,是,是,是,是,是,本轮行情跨源可比较源不足，仅作为阶段技术与资金代理。,全球锚=Applied Materials；A股承接锚=长川科技；弹性/反证样本=盛美上海。,03_结果层/01_总表整合与AI映射/90_执行留痕/AI产业链周评分/2026-07-13/AI产业链证据增量_2026-07-13.md,B,升级总表：产业逻辑=局部一级来源与样本锚点已补，连续变量仍不足；估值资金=已拆戴维斯路径；技术=Luna Stock MCP：月线/周线/乖离率已复核，跨源可比较源不足。,否,全球锚一级来源与中报连续变量待补；跨源可比较源不足；升级动作：继续跟踪 WFE、订单、收入、利润、OCF 与中报/三季报；不得把跨源不足写成正式 A。,否,否,否,AI产业链 - 晶圆制造设备,细分评分主体,全球锚一级来源与中报连续变量待补；跨源可比较源不足,是,Luna Stock MCP,get_kline; validate_cross_source,2026-07-08: 长川科技、盛美上海、中微公司、华峰测控；月线/周线/乖离率,是,tencent,否,high,可比较源不足；仅阶段技术证据,是,否
1,AI-L4-0020,上游底层算力与芯片层,晶圆制造与工艺,光刻,AI产业链 - 光刻,AI产业链 - 光刻,,,,,topic,AI产业链 - 光刻,已评分,topics/AI产业链 - 光刻.md,无需同步,AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面,60,持有,是,是,是,是,是,是,是,本轮行情跨源可比较源不足，仅作为阶段技术与资金代理。,全球锚=TSMC；A股承接锚=安集科技；弹性/反证样本=Samsung Foundry。,03_结果层/01_总表整合与AI映射/90_执行留痕/AI产业链周评分/2026-07-13/AI产业链证据增量_2026-07-13.md,B,升级总表：产业逻辑=旁证/代理为主；估值资金=已拆戴维斯路径；技术=项目代理技术。,否,一级来源/连续变量缺口；技术直连未复核；升级动作：补公司公告、财报、交易所文件或官方IR，把关键变量从旁证提升到一级来源。；用 Luna Stock MCP 或项目技术数据源补月线、周线、乖离率与执行位。,否,否,否,AI产业链 - 光刻,细分评分主体,一级来源/连续变量缺口；技术直连未复核,是,项目代理技术,项目代理技术,项目卡片现有技术段落,否,项目代理技术,否,low,技术直连未复核,否,否
1,AI-L4-0021,上游底层算力与芯片层,晶圆制造与工艺,刻蚀,AI产业链 - 刻蚀,AI产业链 - 刻蚀,,,,,topic,AI产业链 - 刻蚀,已评分,topics/AI产业链 - 刻蚀.md,无需同步,AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面,60,持有,是,是,是,是,是,是,是,本轮行情跨源可比较源不足，仅作为阶段技术与资金代理。,全球锚=TSMC；A股承接锚=安集科技；弹性/反证样本=Samsung Foundry。,03_结果层/01_总表整合与AI映射/90_执行留痕/AI产业链周评分/2026-07-13/AI产业链证据增量_2026-07-13.md,B,升级总表：产业逻辑=旁证/代理为主；估值资金=已拆戴维斯路径；技术=项目代理技术。,否,一级来源/连续变量缺口；技术直连未复核；升级动作：补公司公告、财报、交易所文件或官方IR，把关键变量从旁证提升到一级来源。；用 Luna Stock MCP 或项目技术数据源补月线、周线、乖离率与执行位。,否,否,否,AI产业链 - 刻蚀,细分评分主体,一级来源/连续变量缺口；技术直连未复核,是,项目代理技术,项目代理技术,项目卡片现有技术段落,否,项目代理技术,否,low,技术直连未复核,否,否
1,AI-L4-0022,上游底层算力与芯片层,晶圆制造与工艺,薄膜沉积,AI产业链 - 薄膜沉积,AI产业链 - 薄膜沉积,,,,,topic,AI产业链 - 薄膜沉积,已评分,topics/AI产业链 - 薄膜沉积.md,无需同步,AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面,58,持有,是,是,是,是,是,是,是,本轮行情跨源可比较源不足，仅作为阶段技术与资金代理。,全球锚=TSMC；A股承接锚=安集科技；弹性/反证样本=Samsung Foundry。,03_结果层/01_总表整合与AI映射/90_执行留痕/AI产业链周评分/2026-07-13/AI产业链证据增量_2026-07-13.md,B,升级总表：产业逻辑=旁证/代理为主；估值资金=已拆戴维斯路径；技术=项目代理技术。,否,一级来源/连续变量缺口；技术直连未复核；升级动作：补公司公告、财报、交易所文件或官方IR，把关键变量从旁证提升到一级来源。；用 Luna Stock MCP 或项目技术数据源补月线、周线、乖离率与执行位。,否,否,否,AI产业链 - 薄膜沉积,细分评分主体,一级来源/连续变量缺口；技术直连未复核,是,项目代理技术,项目代理技术,项目卡片现有技术段落,否,项目代理技术,否,low,技术直连未复核,否,否
1,AI-L4-0023,上游底层算力与芯片层,晶圆制造与工艺,清洗,AI产业链 - 清洗,AI产业链 - 清洗,,,,,topic,AI产业链 - 清洗,已评分,topics/AI产业链 - 清洗.md,无需同步,AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面,58,持有,是,是,是,是,是,是,是,本轮行情跨源可比较源不足，仅作为阶段技术与资金代理。,全球锚=TSMC；A股承接锚=安集科技；弹性/反证样本=Samsung Foundry。,03_结果层/01_总表整合与AI映射/90_执行留痕/AI产业链周评分/2026-07-13/AI产业链证据增量_2026-07-13.md,B,升级总表：产业逻辑=旁证/代理为主；估值资金=已拆戴维斯路径；技术=项目代理技术。,否,一级来源/连续变量缺口；技术直连未复核；升级动作：补公司公告、财报、交易所文件或官方IR，把关键变量从旁证提升到一级来源。；用 Luna Stock MCP 或项目技术数据源补月线、周线、乖离率与执行位。,否,否,否,AI产业链 - 清洗,细分评分主体,一级来源/连续变量缺口；技术直连未复核,是,项目代理技术,项目代理技术,项目卡片现有技术段落,否,项目代理技术,否,low,技术直连未复核,否,否
